20 20
33 13
54 21
70 16
89 19
101 12
111 10
122 11
135 13
165 30
176 11
191 15
203 12
219 16
239 20
254 15
279 25
293 14
304 11
330 26
390 60
401 11
438 37
449 11
501 52
512 11
547 35
563 16
580 17
594 14
613 19
626 13
651 25
668 17
694 26
713 19
726 13
753 27
765 12
787 22
807 20
833 26
846 13
872 26
888 16
918 30
940 22
957 17
972 15
993 21
1005 12
1020 15
1035 15
1059 24
1075 16
1145 70
1165 20
1183 18
1207 24
1239 32
1253 14
1268 15
1281 13
1296 15
1309 13
1325 16
1341 16
1351 10
1375 24
1399 24
1423 24
1439 16
1455 16
1466 11
1490 24
1511 21
1523 12
1536 13
1563 27
1576 13
1601 25
1620 19
1632 12
1642 10
1656 14
1672 16
1689 17
1703 14
1718 15
1731 13
1744 13
1774 30
1786 12
1803 17
1823 20
1833 10
1847 14
1860 13
1877 17
1909 32
1922 13
1940 18
1952 12
1971 19
2005 34
2017 12
2028 11
2055 27
2069 14
2093 24
2113 20
2126 13
2137 11
2180 43
2192 12
2217 25
2236 19
2259 23
2280 21
2301 21
2321 20
2334 13
2355 21
2379 24
2392 13
2414 22
2427 13
2448 21
2465 17
2491 26
2503 12
2523 20
2545 22
2568 23
2579 11
2589 10
2604 15
2619 15
2629 10
2641 12
2651 10
2663 12
2677 14
2729 52
2768 39
2792 24
2803 11
2821 18
2840 19
2855 15
2871 16
2883 12
2903 20
2937 34
2946 9
2957 11
2989 32
2998 9
3011 13
3025 14
3038 13
3053 15
3061 8
3070 9
3085 15
3099 14
3115 16
3138 23
3149 11
3161 12
3182 21
3200 18
3232 32
3256 24
3269 13
3283 14
3295 12
3307 12
3323 16
3335 12
3354 19
3371 17
3384 13
3392 8
3402 10
3415 13
3427 12
3443 16
3463 20
3473 10
3486 13
3500 14
3511 11
3525 14
3550 25
3563 13
3587 24
3605 18
3615 10
3625 10
3640 15
3668 28
3681 13
3690 9
3705 15
3715 10
3729 14
3738 9
3749 11
3772 23
3782 10
3806 24
3818 12
3843 25
3867 24
3875 8
3890 15
3908 18
3917 9
3926 9
3937 11
3965 28
3976 11
3988 12
4000 12
4013 13
4024 11
4058 34
4068 10
4078 10
4103 25
4119 16
4141 22
4180 39
4198 18
4218 20
4231 13
4261 30
4277 16
4286 9
4302 16
4313 11
4337 24
4355 18
4366 11
4376 10
4389 13
4404 15
4428 24
4451 23
4462 11
4502 40
4514 12
4538 24
4553 15
4564 11
4587 23
4602 15
4624 22
4633 9
4645 12
4660 15
4672 12
4683 11
4697 14
4708 11
4721 13
4735 14
4774 39
4789 15
4799 10
4813 14
4828 15
4837 9
4850 13
4872 22
4882 10
4901 19
4915 14
4924 9
4950 26
4996 46
5017 21
5027 10
5040 13
5052 12
5063 11
5107 44
5119 12
5132 13
5144 12
5155 11
5181 26
5202 21
5220 18
5249 29
5260 11
5278 18
5293 15
5305 12
5314 9
5328 14
5352 24
5368 16
5378 10
5389 11
5402 13
5420 18
5449 29
